headline,entity,majority_label
A Strategy for the Mideast That Has Even Trump’s Allies Scratching Their Heads,Trump,Negative
Pelosi Shreds Trump's Speech. Right There on the Podium.,Trump,Neutral
"Joe Biden Is Sounding Like a Pundit, and He’s Bullish on a Certain Former V.P.",Biden,Negative
"Wobbly After Iowa, Biden Confronts a Perilous Moment",Biden,Negative
"Fox News voter analysis shows Biden, Buttigieg, Klobuchar, Sanders, Warren in the hunt",Warren,Negative
Biden Camp Prepping Backers for Extended Fight Beyond Iowa,Biden,Neutral
President Trump Makes Pick for Next Ambassador to Canada,Trump,Neutral
Mike Bloomberg says he's willing to spend whatever it takes to beat President Trump,Bloomberg,Neutral
"Despite Evidence, Republicans Rallied Behind Trump. This Was Their Reasoning.",Republicans,Negative
Joe Biden Says Transgender Equality is the Civil Rights Issue of Our Time,Biden,Positive
Republicans seek Hunter Biden travel records from Secret Service shortly after Trump acquittal,Biden,Negative
Trump taunts Roger Stone prosecutors who 'cut and ran' from case,Trump,Negative
Giuliani’s Ukraine efforts are just a formalization of the rumor-to-Trump pipeline,Trump,Negative
Sanders Campaign Rocked Again: More Staff Caught Advocating Violence Against Opponents (VIDEO),Sanders,Negative
‘I’m a Democrat’: Biden Accuses Sanders of Not Being a Party Member,Biden,Neutral
Senate to vote Wednesday on whether to remove or acquit Trump on impeachment charges,Trump,Neutral
"The Technology 202: Democrats call for Facebook, Twitter to take down edited Nancy Pelosi video - The Washington Post",Democrats,Negative
Trump and Democratic candidates struggle to rally behind budget vision as 2020 election nears,Trump,Neutral
"Buttigieg, Sanders Campaigns Request Iowa Caucus Recanvass",Buttigieg,Neutral
"Warren refocuses message, takes shots at rivals",Warren,Neutral
Trump and Pelosi clash in wake of impeachment acquittal,Trump,Neutral
Trump’s $4.8 Trillion Budget Would Cut Safety Net Programs and Boost Defense,Trump,Neutral
Biden holds a big lead over Trump with a key demographic: Cynics,Biden,Positive
The Latest: Warren Says She's Best Positioned to Beat Trump,Trump,Neutral
"Buttigieg Has Narrow Iowa Lead on Sanders, Biden Lags in Democratic Race",Sanders,Neutral
"Once Skeptical, Senate Republicans Are All In on Trump",Trump,Positive
"Bloomberg Pursues Wealthy Donors, but Not Their Checkbooks",Bloomberg,Neutral
U.S. Justice Department Declines to Offer Court Sentencing Guidance on Trump Adviser Stone,Trump,Neutral
"Biden, Buttigieg Amplify Sanders Criticism Before Iowa Vote",Biden,Neutral
"Whistleblowers should be protected, Republicans and Democrats agree - The Washington Post",Republicans,Positive
"Brad Parscale on Joe Biden leaving New Hampshire early, Mike Bloomberg's 'stop and frisk' comments",Biden,Negative
The Technology 202: Trump's made-for-meme State of the Union shows strategy to win the Internet in 2020,Trump,Neutral
"In mostly white Iowa, Pete Buttigieg confronts worry about his lack of support among African Americans",Buttigieg,Neutral
Buttigieg Slightly Leading Sanders in Partial Iowa Results,Buttigieg,Positive
What problem is Tom Steyer’s term-limit proposal hoping to fix?,Steyer,Neutral
Biden heads to South Carolina before New Hampshire polls close,Biden,Neutral
Democrats Shrink Impeachment to Two Weak Articles,Democrats,Negative
Guests Help Trump Highlight State of the Union Themes,Trump,Neutral
Buttigieg Faces New Urgency in Bid to Win Minority Voters,Buttigieg,Neutral
Lev Parnas Says He Has Recording of Trump Calling for Ambassador’s Firing,Trump,Neutral
Tom Steyer - Foreign Policy,Steyer,Neutral
Roberts Says He Won't Break a Tie in Trump Impeachment Trial,Trump,Negative
Joe Biden looks to rally in New Hampshire primary following disappointing Iowa caucus results,Biden,Negative
Warren and Sanders fued over gender,Warren,Neutral
Why are Republicans in Congress sticking by Trump on impeachment? - The Washington Post,Republicans,Neutral
Trump Awards Rush Limbaugh the Presidential Medal of Freedom,Trump,Positive
Biden zings Buttigieg: 'This guy's not a Barack Obama',Biden,Neutral
Buttigieg calls for Dem unity following strong showing in New Hampshire primary,Buttigieg,Positive
"Trump Continues To Clean House, Fires Ambassador Gordon Sondland",Trump,Neutral
"Schiff ‘has not paid the price’ for impeachment, Trump says in what appears to be veiled threat",Trump,Negative
Trump's Ex-Navy Secretary Endorses Bloomberg for President,Bloomberg,Positive
Bernie Sanders and Pete Buttigieg spar ahead of New Hampshire primary,Sanders,Neutral
McConnell Pushes to Speed Impeachment Trial as Trump Requests Swift Acquittal,Trump,Neutral
Mitt Romney Could Again Be a GOP Spoiler in a Ukraine-Related Vote,GOP,Neutral
Trump Administration Proposes Adding Minor Crimes to List of Offenses That Bar Asylum,Trump,Negative
Trump Keeps Talking. Some Republicans Don’t Like What They’re Hearing.,Republicans,Negative
"Warren, Sanders, Biden, Yang, Klobuchar, Steyer, Buttigieg may skip next debate over Loyola Marymount labor dispute ",Steyer,Neutral
"Manchin hits back after Trump calls him 'weak,' 'corrupt' over impeachment vote",Trump,Neutral
2020 Democrats blast Sanders over ‘socialist’ label,Sanders,Negative
Republicans agree with Trump: He’s done enough to fight the pandemic and the impact will be limited - The Washington Post,Republicans,Positive
Judges Quietly Disrupt Trump Immigration Policy in San Diego,Trump,Negative
"Caroline Kennedy Backs Biden, Calls Him Democrats' Best Bet",Biden,Positive
Pete Buttigieg Quit Playing Nice. Will He Pay for It at the Debate?,Buttigieg,Negative
How Trump’s impeachment defense wantonly misled the U.S. Senate,Trump,Negative
Gun owner who went viral wins North Carolina lieutenant governor GOP primary,GOP,Positive
Bernie Sanders Scores Narrow Victory in New Hampshire Primary,Sanders,Positive
Buttigieg and Warren Clash Over ‘Wine Cave’ Fund-Raiser,Warren,Neutral
Jim Jordan Shreds Democrats’ Impeachment Witness: ‘What You Heard Did Not Happen’ (VIDEO),Democrats,Negative
Biden Threatens Lawsuit To Halt Release Of Real Iowa Caucus Results,Biden,Neutral
WATCH: Melania Trump Awards Rush Limbaugh Presidential Medal Of Freedom At Trump State Of The Union Address,Trump,Neutral
Peter Doocy recounts tough exchanges with Joe Biden on the campaign trail,Biden,Neutral
Diplomat at Center of Trump Impeachment Retires From State Department,Trump,Neutral
Trump campaign launches snowflakevictory.com to offer advice on winning holiday political arguments,Trump,Neutral
"Warren, in apology, cites America's 'long legacy' of 'racism and oppression' after women of color quit Nevada campaign",Warren,Neutral
"Days After Suleimani Killing, Trump Campaign Promotes It on Facebook",Trump,Negative
"Bloomberg, missing from Democratic debate stage, uses pricey ads to try to grab the spotlight",Bloomberg,Negative
DOJ Has ‘Established An Intake Process’ To Review Biden-Ukraine Info From Giuliani,Biden,Negative
Fox aired only part of the House evidence for impeachment. Will that hold for Trump’s defense?,Trump,Neutral
"Trump legal team goes on offense in impeachment trial, accuse Democrats of 'massive' election interference",Trump,Neutral
Biden holds a big lead over Trump with a key demographic: Cynics,Trump,Neutral
"Drawing others into pressure campaign, Sondland puts Trump's Republican allies on the defensive - The Washington Post",Republicans,Negative
Trump calls fired intelligence watchdog a ‘disgrace’ as Democrats rebuke his decision - The Washington Post,Democrats,Negative
Full Transcript: Mitt Romney’s Speech Announcing Vote to Convict Trump,Trump,Neutral
"Sanders edges out Buttigieg to win New Hampshire, as Klobuchar surges to third",Sanders,Positive
"Christopher Wray, basically: Don’t listen to Trump’s Ukraine conspiracy theories",Trump,Neutral
"Acquitted: Senate finds Trump not guilty of abuse of power, obstruction of Congress",Trump,Positive
Verbal Fireworks Likely at Trump's State of the Union Speech,Trump,Positive
What to Watch For in Trump’s Impeachment Trial on Saturday,Trump,Neutral
The Health 202: Bernie Sanders and Pete Buttigieg are the favorites among Iowa voters for whom health care is top issue,Buttigieg,Positive
Bloomberg Embraces Stop and Frisk in Resurfaced 2015 Audio,Bloomberg,Neutral
"Whistleblowers should be protected, Republicans and Democrats agree - The Washington Post",Democrats,Positive
Russia and Poland Feud Over Putin Remarks on World War II,Putin,Negative
WATCH: Harvard Law Professor Dismantles Democrats’ Hopes Of Using Bolton Book To Convict Trump,Trump,Neutral
Bernie Sanders declares victory in chaotic Iowa caucuses,Sanders,Neutral
Americans roughly divided on whether voters should decide Trump’s fate rather than the Senate,Trump,Negative
MSNBC's Chuck Todd says he doesn't understand how Bernie Sanders is 'considered a front-runner',Sanders,Negative
"Brad Parscale on Joe Biden leaving New Hampshire early, Mike Bloomberg's 'stop and frisk' comments",Bloomberg,Neutral
"Trump mocks 'Pocahontas' Warren, 'Impeachment King' Steyer after poor showing in New Hampshire",Steyer,Negative
"Former Marine Posed as Security Member for Trump’s Marine One, Officials Say",Trump,Neutral
"Ed McGinty stages a viral, one-man anti-Trump protest in the GOP-heavy Florida town The Villages",Trump,Negative
"Bernie Sanders is powered by a loyal base, but results in Iowa and New Hampshire show the movement has limits",Sanders,Positive
"Democrats expected to unveil articles of impeachment against Trump, focusing on abuse of power, obstruction of Congress",Trump,Negative
Pelosi Rebukes Trump for Prayer Breakfast Remarks,Trump,Neutral
Democrats Present Their Case for Trump’s Removal,Democrats,Neutral
John Yoo warns Democrats that renewing impeachment charges against President Trump would be a mistake,Trump,Neutral
"Democrats Given Instruction: ‘Don’t Cheer,’ Act ‘Solemn’ During Impeachment Vote",Democrats,Negative
Sanders vs. Warren: This Week in the 2020 Race,Warren,Neutral
"Trump welcomes Rep. Van Drew, an impeachment foe switching parties to join GOP - The Washington Post",GOP,Positive
Moderate Democrats Consolidate Around Biden Ahead of Super Tuesday,Democrats,Positive
"Bloomberg ‘Fuming’ Over Trump’s Attacks On His Height, Already Has Revenge Plan, Report Says",Trump,Negative
"Days before Iowa, the Warren campaign brings out a key surrogate: Her dog",Warren,Neutral
WATCH: Kennedy Says Democrats Blocking Stimulus Decided to ‘Double Down on Stupid’,Democrats,Negative
Democrats Pushed Impeachment While Coronavirus Spread,Democrats,Negative
Judge Judy Has Issued Her Decision: She Likes Michael Bloomberg,Bloomberg,Positive
"Postal Workers Union With 200,000 Members Endorses Sanders",Sanders,Positive
Former White House Counsel Says Trump Thinks Differently,Trump,Neutral
"John Kelly, essentially: Trump is doing everything wrong",Trump,Negative
"Sanders Won, Klobuchar Surged: What We Learned From New Hampshire",Klobuchar,Neutral
Top U.S. Senate Republican Says Aid for States Needs to Focus on Coronavirus,Republicans,Neutral
"House Democrats have enough votes to impeach Trump, according to a Post analysis",Trump,Negative
Trump to Propose $4.8 Trillion Budget With More Border Wall Funding,Trump,Neutral
Andrew Yang Drops Out of Presidential Race,Yang,Neutral
Trump reads lyrics for Al Wilson's 'The Snake' while addressing illegal immigration,Trump,Neutral
"In Jay Sekulow, Trump Taps Longtime Loyalist for Impeachment Defense",Trump,Negative
"As goes his presidency, so goes his impeachment: Trump disrupts and divides",Trump,Negative
Tom Steyer Qualifies for Democratic Debate With Two Surprising Polls,Steyer,Positive
Warren appears to target Buttigieg as she slams people who 'suck up to billionaires',Buttigieg,Negative
"Republicans’ various election-year investigations of Joe Biden, Burisma and Democrats, explained - The Washington Post",Republicans,Neutral
Watch Bloomberg and Trump’s Very Different Super Bowl Ads,Trump,Neutral
Trump Lawyer to Schiff’s Team: You’re Conducting ‘Massive Election Interference’ And Americans Will Make You Pay (VIDEO),Trump,Neutral
Sen. Martha McSally on whether Senate will investigate Hunter Biden following Trump's impeachment acquittal,Biden,Neutral
Republican Senators to Watch in Battle Over Trump Impeachment Trial Witnesses,Trump,Neutral
Trump seeks to bend the executive branch as part of impeachment vendetta,Trump,Negative
"Matt Bevin, GOP Kentucky governor, pardoned violent criminals following election loss to Andy Beshear - The Washington Post",GOP,Negative
"WATCH: CNN Mocks Trump Supporters As Stupid Rednecks Who Can’t Read, Spell",Trump,Negative
"Democrats unveil impeachment articles, as White House slams 'baseless and partisan' effort",Democrats,Negative
'The Ingraham Angle' sends Dinesh D'Souza to a Bloomberg campaign event,Bloomberg,Neutral
The Trump team’s increasingly jumbled case for striking Qasem Soleimani,Trump,Negative
Tom Steyer Exaggerates Fossil Fuel Divestment,Steyer,Negative
Trump slams Roger Stone prosecution as a 'disgrace',Trump,Neutral
